cartodb_id,the_geom,type_walkway,type_vacant_lot,type_tree,type_tag_graffiti,type_stumble_stone,type_speech,type_song_sound,type_shrine,type_sculpture_statue,type_scholarship,type_protest,type_poem,type_plaque,type_performance,type_park,type_parade,type_obelisk,type_museum,type_mural,type_mosaic,type_meal,type_interactive,type_historical_marker,type_gateway,type_garden,type_digital_project,type_community_resource_center,type_closed_school,type_closed_factory,type_celebration,type_bridge,type_book,type_billboard,type_bench,type_archeological_site,type_arch,topic_youth,topic_women,topic_william_penn,topic_water,topic_war,topic_violence,topic_unity,topic_technology,topic_sustainability,topic_street_art,topic_sports,topic_social_justice,topic_slavery,topic_sexuality,topic_seniors,topic_rocky,topic_religion,topic_public_safety,topic_public_health,topic_pretzel,topic_peace,topic_outer_space,topic_neighborhoods,topic_music,topic_move,topic_monument_lab,topic_mass_incarceration,topic_love,topic_liberty_bell,topic_justice,topic_indigenous_peoples,topic_immigration,topic_hunger,topic_homelessness,topic_green_space_or_nature,topic_gentrification,topic_gender,topic_freedom,topic_food,topic_education,topic_division,topic_diversity,topic_dialogue,topic_community,topic_class_economic_inequality,topic_civic_engagement,topic_city_infrastructure_transportation,topic_cheese_steak,topic_celebration,topic_ben_franklin,topic_art_and_culture,topic_addiction,zip,type_vista,type_street,type_projection,type_playground,type_other_no_form,type_memorial,type_image,type_film,type_bikepath,transcript,topic_wawa,topic_race_ethnicity,topic_post_industrial,name,age,address,mlab_id,form_image_b
51,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,,1,,,,1,,19103,,,,,,,,,,"Bricks, a monument to Bricks. To honor the people of Philadelphia and the use of this work-horse building block in this city's history. Unlike marble and other stones used for monuments bricks dramatize the working-class backbone of the city. The material itself is an underdog. From the start, Phila has been a city of bricks. From North to S. and in all directions, bricks are our common ground. PHILA means love and friendship brotherly love. PHILA could echo the 32 foot high letters spelling LAX at the LA airport. Bricks: made up of those contributed from people of the city and bricks from old buildings in the city. Anyone can donate a brick for the monument. [Sighting PHILA looking south from North Phila --> --> --> PHILA / good vista of city  --> --> City Hall]",,,,PHILA,46,The Rail Park: Reading Viaduct,,
52,0101000020E61000000000004079CA52C0DB811890E1F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,19144,,,,,,,,,, ,,,,Together,69,City Hall Courtyard,163,https://farm9.staticflickr.com/8884/18123738575_92c84a72bf_b.jpg
53,0101000020E6100000BCF48A02D8CB52C03C17467A51F94340,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,19146,,,,,,,,,,"Multi media mural/sculpture representing strollers, playgrounds, schools, street festivals and fairs, community sports + rec centers, bicycles, music, food, markets, etc - multi-ethnic, gender, ages ",,,,Raising Kids In Town,60,Schuykill Banks,164,https://farm9.staticflickr.com/8814/17501134394_7ebf704075_b.jpg
54,0101000020E6100000000080E670CA52C0F9500556D2F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,21113,,,,,,,,,,[large center piece faces stick out],,,,Phillipeople,,City Hall area,165,https://farm8.staticflickr.com/7667/17503170203_c362f01fbe_b.jpg
55,0101000020E6100000FFFFFF7FBCCE52C0524E55F517F64340,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,1,,19146,,,,,,,,,,[Heritage Food],,,,Cultural Skyline,32,Rooftop in each neighborhood with a significant immigrant population,168,https://farm9.staticflickr.com/8774/18097254396_b4ea75b15d_b.jpg
56,0101000020E61000000000007441CE52C021F8FEE082FD4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19151,,,,,,,,,,The peoples champ.. Let Him decide (but similar to the Rocky Statue),,,,Bernard Hopkins,37,Monument Park West Phila. (Parkside),17,https://farm6.staticflickr.com/5349/17819737932_a0e813649b_b.jpg
57,0101000020E6100000000000C0F4CE52C03013A862F0F94340,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,19146,,,,,,,,,,"The mummers parade is Philly and is for all Philadelphians, but does it truly represent all of us? I propose each neighborhood association be awarded a weekend and parade route to show off who they are. By uniting neighbors, demonstrating pride & culture, and inviting an atmosphere of celebration we will continue to develop our collective identity. Celebrate Philly!",,,,The Philly Neighborhood Parades,33,In each neighborhood/city-wide,172,https://farm9.staticflickr.com/8833/18097253686_b92beda45b_b.jpg
58,0101000020E6100000F993848676CA52C07F9AFFFCE3F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,19032,,,,,1,,,,,[Monument Lab],,,,Monument Lab,7, Julianna,174,https://farm8.staticflickr.com/7675/18123746425_fda286e332_b.jpg
59,0101000020E61000005068FE3D9DCA52C095BA641C23FA4340,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,19107,,,,,,,,,,"A permanent place where people can come and tell their stories, seek advice, or express concern about some aspect of their lives. There will be a live person there to interact with them. Monuments are empty: human connection is what makes a city.",,,,Person to Person,32,Love Park,175,https://farm6.staticflickr.com/5451/17897147055_e850901847_b.jpg
60,0101000020E61000002A0EB10BD0CA52C03B527DE717FB4340,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,1,,,1,,19130,,,,,1,,,,,"Monument is a food truck. One side is shiny, made of aluminum or similar material; the other side is dull and decrepit, made of broken wood slats. On the shiny slide: Symbols of wealth and progression. Comcast Tower. Kimmel Center. Arts and Culture. Menu: Cheesesteaks, Bike Share . Love Park. Senior Citizen Discounts. Social Services. On Dull side: Symbols of poverty and inequality. Low miniumum wage. Gentrification. Globalization. Food truck is mobile with Wm. Penn at the Front.",,,1, ,61,"Baldwin Park, Mobile ",178,https://farm8.staticflickr.com/7795/17936009910_8316c8d53a_b.jpg
61,0101000020E6100000FFFFFF5508CB52C0CFB55C21D8F94340,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,19103,,,1,,,,,,,"The Movie Palaces: great civic spaces: architectural wonders are all gone. On the site of the disappearing Boyd- a sound + light show displaying the beautiful interiors, organ recitals, and films of a bygone age.",,,1,The Boyd & Movie Palaces,68,1910 Chestnut,179,https://farm8.staticflickr.com/7698/18123744945_dd134c178a_b.jpg
62,0101000020E6100000EA2DD450D9C952C0BEAE152301FF4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,19107,,,,,,,,,,In front of Joe Frazier's Gym on a island on Broad Street in front of gym. [The true testament of a city is its working class!!],,,,Joe Frazier Statue / Heartbeat of a City,42,Broad & Glenwood,18,https://farm6.staticflickr.com/5341/17823010811_60f7d85209_b.jpg
63,0101000020E6100000000000A4E7CA52C0769617B0DFFA4340,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,19104,,,,,,,,,,[Zoning Board of Adj and L&I],,,,Victory to the Citizens (Death to ZBA+ L+I),69,Any ugly new building-mobile,180,https://farm9.staticflickr.com/8870/18120257552_249a5d1c6b_b.jpg
64,0101000020E61000000000003818CA52C00E5C245E4AF94340,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,Peace Selfwill Reminders Courage Love Bible Faith Perserverance Roots Philadelphia,,,,Back to Basics Back to Bible Back to God,, ,181,https://farm8.staticflickr.com/7762/18120250312_c7b68d5006_b.jpg
65,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,19020,,,,,,,,,, ,,,,Statue of Knowledge,19,University City,183,https://farm8.staticflickr.com/7748/18123742985_018f036ddd_b.jpg
66,0101000020E61000006AA4A5F276CA52C0F67F0EF3E5F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,, ,,,,,1,,,,,"Instrument: ""Septa"" ""used to navigate""",,,,"""Septa""", ,Middle of City Hall,185,https://farm9.staticflickr.com/8814/17936009380_f30a07c595_b.jpg
67,0101000020E6100000000000140FCA52C0DE5646A4DCF54340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,18940,,,,,,,,,,Description: people linked together to form soft pretzels :),,,,The Twists of Philadelphia,20,South Philly,19,https://farm6.staticflickr.com/5329/17202178683_010af435cf_b.jpg
68,0101000020E61000000000009801CC52C055E58DFCEAFB4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,19107,,,,,1,,,,," [boathouse row, waterworks, waterfall, liberty bell, fish pond, w.river drive]",,,,Springs Eternal,31,"Schulkill River, before the waterfall by waterworks",190,https://farm8.staticflickr.com/7704/18120256272_1ee23c4671_b.jpg
69,0101000020E6100000BFC382356DCA52C05C5E56B4FBF94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,, ,,,,,1,,,,,Help. City falling down w/litter/cigarette butts,,,, , ,null,191,https://farm9.staticflickr.com/8813/17501142474_ff0bdeb3b6_b.jpg
70,0101000020E6100000D0B52FA017C952C0E7E26F7B82F84340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,19148,,,,,1,,,,, [Overcoming   Adversity / Teaching of young],,1,,From Bondage to Freedom of Achievement,45,Columbus Blvd Spring Garden,192,https://farm9.staticflickr.com/8758/17503164403_562f585e8d_b.jpg
71,0101000020E61000006AA4A5F276CA52C0F67F0EF3E5F94340,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,1,1,1,,,,,,1,,1,,1,,,,,,19139,,,,,,,,,,"Projection project in Northern Liberties - shed a light on displaced families due to gentrification. / immigration - center for women [not exclusive to immigrant women] (asylum seekers, low income, underrepresented) --> a safe space where those who identify as ""women"" can have access to ""social services"" and creative outlets. /  ""pop-up garden"" / style - keep connection w/ women to place them w/ proper services. ",,,, ,24,"Somewhere that data shows a need for womens' ""safety""",195,https://farm9.staticflickr.com/8845/18124792481_59fb805420_b.jpg
72,0101000020E61000000000003782CA52C0EBBDD6FC09FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,19133,,,,,,,,,, ,,,,The Crash,22,City Hall Courtyard,196,https://farm8.staticflickr.com/7723/18097260546_e1250a61a5_b.jpg
73,0101000020E6100000FFFFFFF45BC952C0CB65CC1B9DF94340,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,,19148,,,,,,,,,,[Close up: where are you? Liberty Bell. Did you know?] [Did you know that liberty bell wasÉ] [I <3 Philly ],,,,Speech Map,9,"Ben Franklin's Printing office to start, and other historical places.",197,https://farm8.staticflickr.com/7755/18123734625_d9214c3a2d_b.jpg
74,0101000020E6100000A165DD3F16CA52C0D388997D1EFB4340,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,19145,,,,,,,,,,Audio of neighbors telling their stories (motion activated!) [Stories bind us / Silence divides us],,,,Philly Bound,23,Ridge Ave + Spring Garden,2,https://farm9.staticflickr.com/8835/17637756230_fcaf5fb82d_b.jpg
75,0101000020E6100000FA0967B796CA52C0FF209221C7F84340,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19148,,,,,,,,,,Gateways to different neighborhoods that are in a style that represents what is unique about that neighborhood. ,,,,Gateways,42,"Broad St., near South, & other intersections that are entrances to walkable neighborhoods",200,https://farm8.staticflickr.com/7799/18097241506_b31d406a57_b.jpg
76,0101000020E6100000000000C0F7CB52C036124BF5BCF64340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10708,,,,,1,,,,,Brother hood,,,,Brother Hood,7, ,201,https://farm8.staticflickr.com/7785/18124812261_f6c57bd67e_b.jpg
77,0101000020E6100000D920938C9CC952C0F5B86FB54EFA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,19106,,,,,,,,,,"Benjamin Franklin's glasses, etched on side ""forever first,"" etched: if found, please return to Silence, Do good [Philadelphia skyline]",,,,Vanguardists Vision,22,Franklin Square,202,https://farm8.staticflickr.com/7770/18097240216_66b49c5910_b.jpg
78,0101000020E6100000000000F8FEC852C0F88751A839F94340,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,20010,,,,,,,,,," [Water, native plants and restored riverfront, historical info about Philly, spiral stair up, scenic overlook arch, modern info about Philly, spiral stairs down]",,,1,Waterfront Walk or Waterfront Spiral,28,Along the river front,203,https://farm9.staticflickr.com/8840/17936007520_9ca7cb2aed_b.jpg
79,0101000020E6100000DDB6EF517FC852C04F24986A66FB4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,19104,,,,,,,,,,[LIKE],,,1,I Dont Love You But I...,25,the open field next to sugarhouse casino ,204,https://farm8.staticflickr.com/7775/17937504359_d3f612f05b_b.jpg
80,0101000020E61000000000001973CA52C026799CF7CEF94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,, ,,,,,,,,,,"William Penn lifting up a homeless man.  Place: An empowerment zone where it can inspire hope - ""love your neighbor as yourself""",,,,Brotherly Love,,[an empowerment zone],205,https://farm9.staticflickr.com/8771/17937502579_40575c2e01_b.jpg
81,0101000020E6100000BEF0EFD8F4C852C09C76E73F5AFB4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,, ,,,,,1,,,,,helping each other to get where we need to go in teams,,,,A Helping Ant,,Northern Liberties,206,https://farm9.staticflickr.com/8877/18097239786_951b68cae9_b.jpg
82,0101000020E61000000000006B6CCA52C049B67CFC2FFA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,1,,,,,Sports Neighbors People,,,,Complexity,,Above city hall,207,https://farm9.staticflickr.com/8769/18123733035_fbeaafe43f_b.jpg
83,0101000020E610000034A20FF1EACA52C046B1DCD26AFA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,10028,,,,,,,,,,"LOVE / Wild Ass Hair / Drumstix, not from chickens",,,,Quest Love Remix,57,Logan Sq.,208,https://farm9.staticflickr.com/8833/17503181933_b430851207_b.jpg
84,0101000020E610000000000098F3CA52C0AC84972E76F54340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,19141,,,,,1,,,,,"Something to represent the children and all their accomplishment and their hardship and struggle in getting where they should be in life. Their goals, what they want for each other.",,,,Reaching for the Stars,61,Broad Street,209,https://farm9.staticflickr.com/8764/17935845968_0bcb8ae500_b.jpg
85,0101000020E61000006AA4A5F276CA52C0F67F0EF3E5F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56070,,,,,,,,,,Made of stone - last long easy to understand,,,,nice monument,29,here,21,https://farm9.staticflickr.com/8769/17634993700_289a6fd038_b.jpg
86,0101000020E61000002C11A8FEC1CD52C0B09EA40A90004440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,19131,,,,,1,,,,,I truly think that health care should be pushed for the seniorsÉ  and for the younger generation !!!,,,,People Coming to My Apartment with Healthcare,38,4001 Monument Road Phila PA 19157,212,https://farm8.staticflickr.com/7712/17501142054_cc4ee5bb49_b.jpg
87,0101000020E6100000000000B3ABCA52C0ECC1A131F1F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,02143,,,,,,,,,, ,,,,Penn Plan,33,Right Here (City Hall Courtyard),213,https://farm9.staticflickr.com/8898/18123754925_c6012b1174_b.jpg
88,0101000020E6100000000000FD08C952C0462A549438F94340,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,19107,,,,,,,,,,"Here, where the city and state took root, we hereby honor those who helped make Pennsylvania great, and who helped carry the nation to greatness. In memory of their sevice and efforts, we thank them. Artists and architects, engineers and technicians: Let us overlay this enormous structure that welcomes all to our river front. Let it be a 21st century monument, whatever that entails.",,,,The Keystone Arch,66,Penn's Landing,214,https://farm8.staticflickr.com/7706/17937520799_02e0eb8273_b.jpg
89,0101000020E6100000000000386FCD52C054BD2D2247F94340,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,19150,,,,,,,,,,"[Bass / Middle / Stand / Stand / Low  / High / Clock / Phila loves jazz, salsa, hip hop] Different Tones Bell System with a clock Names of Phila Native Musicians Past/Present",,,,Music for Peace,40,Clark Park Center 43rd & Baltimore,215,https://farm8.staticflickr.com/7765/18097246906_4018ee494f_b.jpg
90,0101000020E6100000000000027BCA52C0257BFA9AE5F94340,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19103,,,,,,,,,,"(This idea is inspired by a park in Paris - I have pictures) Scattered through the courtyard, have a series of placards with a story about a typical, or representative neighborhood resident, couple, family - whatever. The other side would have information, history, etc. about that neighborhood. If you want a quick, comprehensive ""tour"" of Philly, just walk around the courtyard - great for convention visitors. The Paris project has corporate sponsorship. The placards could be stylistic and ""artful."" Family story perseonalizes the effect w/ digital technology can regularly change the subjects. These would be a whole bunch w/ these. ON REVERSE: Map history demongraphics and cool stuf. ",,,,Neighborhoods,70,Throughout CH Courtyard,216,https://farm8.staticflickr.com/7707/17501140464_5452e169a0_b.jpg
91,0101000020E6100000ED6BB82377CA52C0FD7B3A68C0F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19455,,,,,,,1,,,Sports Page News with Historical Images Community Images Future Images of City Past Present Future,,,,PPF,46,1 South Broad,217,https://farm8.staticflickr.com/7766/18123739445_1e58d1170a_b.jpg
92,0101000020E6100000000000A46BCE52C0FF40F87797FA4340,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,20740,,,,,,,,,, ,,,,Reading In Motion,21,In front of Charlie's House ,218,https://farm8.staticflickr.com/7762/17936009620_7ac550afdf_b.jpg
93,0101000020E61000005309AAA1E8C952C0CDAB3AAB05044440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10028,,,,,1,,,,,Dream Big [purple],,,,Dream Big,12,Logan St.,221,https://farm9.staticflickr.com/8833/18097254746_df66272fec_b.jpg
94,0101000020E61000002B68FFA8F2C852C0EDC737256A004440,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,19130,,,,,,,,,,"Man made rolling hills, ideally of real dirt and grass //Man made elevation/topography within city limits, elevation to escape all the negativity and untrue intentions. I would curate sculptures here from local artists, pieces which you can touch and interact with. Mostly/only sculptures of animals/wildlife (perhaps a focus on cats/feral). I'd love to partner w/ environmentally conscious artists/designers. Possibly Sckuylhill center. Addendum/Additional note: Focus on animal community, our stray and feral cats. More attention, funding, laws to protect our animal community is needed. ",,,,"Mowntains © by É  (yes, spelled with a ""W"")",28,"On a vacant lot anywhere in ""Center City"" must be easily accessible from public transit",222,https://farm8.staticflickr.com/7692/17935847728_c59675925f_b.jpg
95,0101000020E6100000000000C0AEC952C041B9034140F54340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,19146,,,,,1,,,,, ,,,,Pile of Trash,48,S. Philly,223,https://farm8.staticflickr.com/7732/17936010910_e1cd35c56d_b.jpg
96,0101000020E6100000C32F50AD99C952C00CC2813573F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19023,,,,,,1,,,,Edgar Allen Poe Poet from U.S.A. Buried in Australia 1865 Death from War with Columbia,,,,K Thomas,52,Independence Mall,224,https://farm9.staticflickr.com/8783/17936010380_4fd501f967_b.jpg
97,0101000020E6100000D0C7C6CDBACB52C04216B36F38FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,19147,,,,,,1,,,,Each year in Philadelphia approx. 40 people walking are struck and killed by people driving. The monument would memorialize the people and report to the public the # of pedestrian fatalities for the past five years. [digital report of pedestrian fatalities. names. sculpture of people walking],,,,Ghost Walkers,36,Market & 30th,225,https://farm8.staticflickr.com/7685/18120249842_82947312a9_b.jpg
98,0101000020E61000006C8CE77DADCA52C07CF31B261AFB4340,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,1,,,,,1,1,,,,,,,18938,,,,,,,,,,"Mural/3d plaque Words in 3d: [respect. love. Diversity. Equality. City of Brotherly Love. child. adult, reaching for the ideal of Philly. Lack of access to education. Child poverty. sleeping homeless person. hunger.]",,,,Reaching,20,Rittenhouse area,228,https://farm9.staticflickr.com/8810/17937507209_3c4f89fc34_b.jpg
99,0101000020E6100000000000E37BCA52C060005D83E9F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19107,,,,,,,,,, ,,,,!!!,25,Broad + Market,23,https://farm6.staticflickr.com/5344/17636291819_fee64631f7_b.jpg
100,0101000020E61000000000006C89CA52C0B724320FDEF94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,19106,,,,,1,,,,, ,,,,Day of Dinosaur,5,City Hall,231,https://farm8.staticflickr.com/7796/17503166753_03cd32eb25_b.jpg
101,0101000020E610000092D17D1074CA52C034313C7AECF94340,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19032,,,,,,,,,,presitent,,,,Mural,6, ,233,https://farm8.staticflickr.com/7760/17937514849_71e1d55db8_b.jpg
102,0101000020E6100000FFFFFFC3F5C952C07EECA3E8B6FF4340,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,19131,,,,,,,,,,"Pictures of Great African American educators at the bottom with hands raised... lifting boys and girls to academic excellence [W.E.B. DuBois, Mary McLeod Bethune, Carter G. Woodson, Booker T. Washington, Frederick Douglass]",,1,,Uplift,40,A Mural - North Philly,234,https://farm9.staticflickr.com/8781/17503175453_2ff926d5b8_b.jpg
